batch_id,fish_species,has_temperature_telemetry,temperature_reading_count,current_temperature,average_temperature,minimum_temperature,maximum_temperature,air_temperature,humidity,storage_duration_hours,transport_duration_hours,time_above_limit_minutes,temperature_violation_count,time_since_catch_hours,spoilage_risk
SYNTH-BATCH-000454,Sardine,True,90,0.83,0.54,-2.01,1.91,2.64,90.06,68.79,22.79,0.0,1,68.79,LOW
SYNTH-BATCH-000454,Sardine,True,142,-1.21,0.19,-1.92,1.08,-1.47,82.2,103.19,27.94,0.0,0,103.19,LOW
SYNTH-BATCH-000454,Sardine,True,32,2.17,2.77,2.17,5.2,-1.69,88.03,137.59,18.91,304.65,8,137.59,MEDIUM
SYNTH-BATCH-000455,Tuna,True,23,4.83,3.31,1.13,6.81,3.57,66.1,30.3,9.44,261.07,10,30.3,LOW
SYNTH-BATCH-000455,Tuna,True,53,6.14,4.65,4.2,6.14,3.31,68.81,60.61,26.23,895.09,31,60.61,MEDIUM
SYNTH-BATCH-000455,Tuna,False,0,,,,,3.59,64.06,90.91,29.71,0.0,0,90.91,LOW
SYNTH-BATCH-000455,Tuna,True,42,6.07,4.84,2.79,8.76,2.23,63.81,121.21,19.92,958.36,35,121.21,HIGH
SYNTH-BATCH-000456,Tilapia,True,54,7.64,6.52,4.65,8.19,6.15,71.77,29.76,10.92,627.8,51,29.76,MEDIUM
SYNTH-BATCH-000456,Tilapia,True,103,7.13,6.46,4.88,7.98,2.82,67.25,59.51,30.17,1690.32,97,59.51,HIGH
SYNTH-BATCH-000456,Tilapia,True,201,5.76,6.61,5.28,10.52,7.52,69.1,89.27,48.17,2890.2,201,89.27,HIGH
SYNTH-BATCH-000456,Tilapia,True,240,5.96,7.09,5.2,10.68,5.8,67.46,119.02,45.26,2715.6,238,119.02,HIGH
SYNTH-BATCH-000457,Snapper,True,13,4.19,4.04,1.36,5.77,5.56,87.12,17.83,3.0,83.9,6,17.83,MEDIUM
SYNTH-BATCH-000457,Snapper,True,108,4.68,3.73,3.0,4.68,3.13,78.48,35.65,18.58,380.98,38,35.65,MEDIUM
SYNTH-BATCH-000457,Snapper,True,61,3.09,3.37,0.87,5.57,2.12,82.69,53.48,13.26,294.41,23,53.48,MEDIUM
SYNTH-BATCH-000457,Snapper,True,129,2.83,2.84,1.34,3.7,7.59,86.6,71.31,28.03,263.06,20,71.31,LOW
SYNTH-BATCH-000458,Tilapia,True,5,6.37,5.67,5.45,6.37,5.74,79.19,7.3,1.23,52.37,3,7.3,LOW
SYNTH-BATCH-000458,Tilapia,True,36,5.61,5.61,5.03,8.39,5.53,86.12,14.59,6.12,317.5,31,14.59,MEDIUM
SYNTH-BATCH-000458,Tilapia,False,0,,,,,4.91,85.95,21.89,10.43,0.0,0,21.89,LOW
SYNTH-BATCH-000458,Tilapia,True,25,5.83,5.28,4.59,7.27,5.97,86.61,29.19,14.48,638.46,18,29.19,MEDIUM
SYNTH-BATCH-000459,Snapper,True,25,6.62,5.97,4.53,8.67,6.49,82.86,31.15,15.79,880.52,23,31.15,MEDIUM
SYNTH-BATCH-000459,Snapper,True,104,7.38,8.33,7.38,9.07,8.67,81.15,62.3,22.33,1339.8,104,62.3,HIGH
SYNTH-BATCH-000459,Snapper,True,119,7.61,7.14,4.76,10.3,7.04,86.71,93.45,24.78,1486.68,118,93.45,HIGH
SYNTH-BATCH-000459,Snapper,True,107,6.26,6.26,5.12,9.95,7.48,81.52,124.6,34.32,2059.2,107,124.6,HIGH
SYNTH-BATCH-000460,Snapper,False,0,,,,,8.23,68.62,39.62,15.73,0.0,0,39.62,LOW
SYNTH-BATCH-000460,Snapper,True,47,8.94,7.89,7.01,9.35,9.09,69.12,79.23,10.66,639.5,46,79.23,HIGH
SYNTH-BATCH-000460,Snapper,True,37,7.89,8.01,5.99,9.64,9.78,73.22,118.85,14.84,890.4,37,118.85,HIGH
SYNTH-BATCH-000460,Snapper,True,138,10.1,9.57,8.25,12.49,7.55,66.66,158.47,38.72,2323.05,138,158.47,HIGH
SYNTH-BATCH-000461,Other,True,15,2.52,0.61,0.28,4.19,1.64,94.49,34.83,4.58,0.0,0,34.83,LOW
SYNTH-BATCH-000461,Other,True,23,-0.34,-0.96,-1.32,-0.28,1.52,98.12,69.66,12.71,0.0,0,69.66,LOW
SYNTH-BATCH-000461,Other,True,151,5.61,3.18,2.14,6.86,-0.19,96.02,104.49,50.76,1374.44,68,104.49,HIGH
SYNTH-BATCH-000461,Other,True,76,2.43,2.35,0.18,2.8,4.14,92.91,139.32,17.0,26.22,1,139.32,LOW
SYNTH-BATCH-000462,Mackerel,True,30,3.37,3.39,0.66,7.37,5.15,63.29,32.16,7.14,221.11,15,32.16,MEDIUM
SYNTH-BATCH-000462,Mackerel,True,71,7.25,5.02,2.32,7.28,2.41,61.04,64.33,16.92,715.82,49,64.33,MEDIUM
SYNTH-BATCH-000462,Mackerel,True,91,5.37,5.04,4.3,8.19,3.62,62.96,96.49,22.58,1057.49,70,96.49,HIGH
SYNTH-BATCH-000462,Mackerel,True,73,5.74,5.98,4.61,8.1,3.51,66.09,128.65,18.14,964.0,65,128.65,HIGH
SYNTH-BATCH-000463,Mackerel,True,39,2.73,1.45,-0.18,3.5,1.06,85.74,18.02,8.14,0.0,0,18.02,LOW
SYNTH-BATCH-000463,Mackerel,True,94,4.18,2.56,1.81,6.12,3.0,79.79,36.03,18.32,347.62,29,36.03,LOW
SYNTH-BATCH-000463,Mackerel,True,42,2.45,2.98,1.42,6.19,0.56,81.84,54.05,25.19,564.46,16,54.05,MEDIUM
SYNTH-BATCH-000463,Mackerel,True,44,3.14,1.78,0.08,3.29,2.03,85.62,72.07,16.87,0.0,0,72.07,LOW
SYNTH-BATCH-000464,Mackerel,True,61,4.72,5.4,4.14,7.68,4.99,63.19,41.64,15.01,704.64,48,41.64,MEDIUM
SYNTH-BATCH-000464,Mackerel,True,189,3.09,4.09,2.61,7.42,3.18,72.37,83.28,45.77,1660.86,113,83.28,HIGH
SYNTH-BATCH-000464,Mackerel,True,89,5.16,5.15,3.91,8.34,5.25,62.98,124.92,46.58,2250.16,72,124.92,HIGH
SYNTH-BATCH-000464,Mackerel,True,293,6.37,6.6,6.37,9.59,7.31,65.58,166.56,80.75,4845.0,293,166.56,HIGH
SYNTH-BATCH-000465,Tilapia,True,15,-0.72,0.08,-1.98,2.64,1.96,,12.71,2.99,0.0,0,12.71,LOW
SYNTH-BATCH-000465,Tilapia,True,15,1.49,0.18,-0.82,3.06,0.42,85.88,25.43,5.86,0.0,1,25.43,LOW
SYNTH-BATCH-000465,Tilapia,True,59,2.5,1.02,-0.31,3.82,5.6,82.14,38.14,15.54,0.0,1,38.14,LOW
SYNTH-BATCH-000465,Tilapia,True,80,1.41,0.91,-1.47,4.71,0.7,82.32,50.85,16.61,5.71,0,50.85,LOW
SYNTH-BATCH-000466,Other,True,60,3.51,4.2,2.53,8.14,5.38,85.04,32.28,11.33,459.16,41,32.28,MEDIUM
SYNTH-BATCH-000466,Other,True,121,5.49,6.02,4.04,7.74,9.6,77.32,64.56,21.98,1135.79,105,64.56,HIGH
SYNTH-BATCH-000466,Other,True,30,4.57,4.9,3.93,7.44,8.14,77.7,96.83,18.55,782.8,21,96.83,HIGH
SYNTH-BATCH-000466,Other,True,340,7.54,6.69,5.11,10.65,5.3,80.71,129.11,60.62,3637.2,339,129.11,HIGH
SYNTH-BATCH-000467,Tuna,True,14,-0.42,0.12,-0.77,4.22,-0.45,94.57,12.06,2.83,0.0,0,12.06,LOW
SYNTH-BATCH-000467,Tuna,True,25,1.7,0.84,-1.44,1.84,-0.32,96.89,24.13,4.22,0.0,2,24.13,LOW
SYNTH-BATCH-000467,Tuna,True,33,1.43,0.76,-1.09,4.58,2.16,93.34,36.19,12.25,0.0,2,36.19,LOW
SYNTH-BATCH-000467,Tuna,True,64,-1.26,0.19,-1.26,3.96,3.81,96.93,48.26,13.46,0.0,0,48.26,LOW
SYNTH-BATCH-000468,Mackerel,True,61,10.58,9.76,7.49,11.63,9.6,88.76,41.14,16.91,1014.31,59,41.14,HIGH
SYNTH-BATCH-000468,Mackerel,True,126,8.23,9.91,7.43,12.63,8.72,82.27,82.29,32.41,1944.6,126,82.29,HIGH
SYNTH-BATCH-000468,Mackerel,True,43,7.89,8.25,5.77,10.75,7.57,,123.43,19.26,1155.6,43,123.43,HIGH
SYNTH-BATCH-000468,Mackerel,True,35,6.97,7.71,6.97,10.41,7.98,77.94,164.58,20.64,1238.22,32,164.58,HIGH
SYNTH-BATCH-000469,Snapper,True,28,5.27,5.07,2.5,9.24,6.5,65.19,29.48,11.39,592.57,24,29.48,MEDIUM
SYNTH-BATCH-000469,Snapper,True,28,9.08,9.2,7.78,11.74,7.59,55.39,58.95,7.94,476.4,28,58.95,HIGH
SYNTH-BATCH-000469,Snapper,True,117,5.81,7.59,4.97,9.07,7.06,56.6,88.43,19.6,1176.0,117,88.43,HIGH
SYNTH-BATCH-000469,Snapper,False,0,,,,,9.26,54.89,117.9,58.07,0.0,0,117.9,MEDIUM
SYNTH-BATCH-000470,Snapper,True,37,8.8,8.06,6.72,11.22,9.56,68.31,30.78,15.59,935.4,37,30.78,HIGH
SYNTH-BATCH-000470,Snapper,True,93,12.16,10.32,9.59,12.75,,63.34,61.57,21.69,1301.4,92,61.57,HIGH
SYNTH-BATCH-000470,Snapper,True,61,10.07,8.07,7.7,11.57,9.42,71.87,92.35,21.6,1296.0,59,92.35,HIGH
SYNTH-BATCH-000470,Snapper,True,293,11.91,11.57,8.93,12.33,8.49,66.66,123.13,50.25,3014.89,293,123.13,HIGH
SYNTH-BATCH-000471,Other,True,7,1.51,0.21,-2.46,1.51,0.79,57.17,13.54,2.67,0.0,0,13.54,LOW
SYNTH-BATCH-000471,Other,True,14,0.68,0.01,-1.27,4.06,0.2,62.02,27.08,3.92,0.0,0,27.08,LOW
SYNTH-BATCH-000471,Other,True,20,3.3,2.28,1.15,3.3,-0.59,58.46,40.62,10.82,37.55,1,40.62,LOW
SYNTH-BATCH-000471,Other,True,37,0.75,1.07,-1.66,4.75,-0.34,62.42,54.16,18.0,30.78,1,54.16,LOW
SYNTH-BATCH-000472,Mackerel,True,49,2.85,2.57,-0.1,4.89,2.24,70.38,25.47,11.43,150.51,11,25.47,LOW
SYNTH-BATCH-000472,Mackerel,True,138,1.91,1.35,-0.39,2.95,1.39,74.61,50.94,26.63,0.0,1,50.94,LOW
SYNTH-BATCH-000472,Mackerel,True,105,3.35,3.12,1.52,5.69,1.63,70.23,76.4,26.72,559.92,37,76.4,MEDIUM
SYNTH-BATCH-000472,Mackerel,True,113,1.39,1.24,-0.41,3.59,-1.82,70.8,101.87,22.1,0.0,1,101.87,LOW
SYNTH-BATCH-000473,Other,True,24,0.4,0.66,-1.64,4.36,2.14,84.25,27.75,7.33,0.0,0,27.75,LOW
SYNTH-BATCH-000473,Other,True,42,4.64,3.22,2.2,5.41,4.18,81.11,55.5,14.19,289.43,16,55.5,LOW
SYNTH-BATCH-000473,Other,True,87,5.1,5.14,4.13,6.05,0.61,86.29,83.25,20.07,747.62,55,83.25,MEDIUM
SYNTH-BATCH-000473,Other,True,80,3.51,3.57,2.12,7.27,,85.59,111.0,25.55,812.33,42,111.0,MEDIUM
SYNTH-BATCH-000474,Snapper,True,16,7.15,6.76,5.01,7.15,5.57,83.56,9.33,5.11,277.22,13,9.33,MEDIUM
SYNTH-BATCH-000474,Snapper,True,19,7.55,6.98,5.39,7.77,6.51,85.34,18.66,4.21,247.32,18,18.66,MEDIUM
SYNTH-BATCH-000474,Snapper,True,19,6.27,6.01,5.11,9.97,7.17,89.89,27.98,3.7,222.0,19,27.98,MEDIUM
SYNTH-BATCH-000474,Snapper,True,77,9.77,9.54,8.99,13.54,8.02,87.97,37.31,16.02,961.2,77,37.31,HIGH
SYNTH-BATCH-000475,Mackerel,True,64,6.45,6.35,5.49,7.12,6.07,77.09,21.83,10.74,548.86,53,21.83,MEDIUM
SYNTH-BATCH-000475,Mackerel,True,49,9.02,8.13,7.3,11.84,5.43,70.22,43.65,8.28,496.69,49,43.65,HIGH
SYNTH-BATCH-000475,Mackerel,True,35,6.63,7.38,5.65,9.12,6.07,74.56,65.48,21.19,1271.34,35,65.48,HIGH
SYNTH-BATCH-000475,Mackerel,True,65,8.68,7.63,5.33,9.31,7.02,68.45,87.31,23.03,1381.8,65,87.31,HIGH
SYNTH-BATCH-000476,Tuna,True,47,6.04,5.76,5.33,8.82,6.88,84.03,23.69,8.03,442.26,45,23.69,MEDIUM
SYNTH-BATCH-000476,Tuna,True,97,6.18,5.67,5.3,6.32,6.12,85.01,47.39,20.18,854.14,68,47.39,MEDIUM
SYNTH-BATCH-000476,Tuna,True,78,5.49,6.14,5.1,9.06,4.86,83.82,71.08,17.76,1045.13,77,71.08,HIGH
SYNTH-BATCH-000476,Tuna,True,88,6.09,6.46,4.54,10.08,5.85,84.65,94.78,28.08,1684.8,88,94.78,HIGH
SYNTH-BATCH-000477,Other,True,16,-0.13,-0.83,-2.26,2.54,-3.51,77.2,24.14,6.53,0.0,0,24.14,LOW
SYNTH-BATCH-000477,Other,True,36,1.39,0.52,-0.61,3.54,0.36,78.32,48.27,7.52,0.0,0,48.27,LOW
SYNTH-BATCH-000477,Other,True,132,2.19,0.34,-1.04,2.19,0.16,84.95,72.41,28.57,0.0,0,72.41,LOW
SYNTH-BATCH-000477,Other,True,73,3.21,2.25,-0.1,5.29,3.9,81.84,96.54,40.61,520.66,16,96.54,MEDIUM
SYNTH-BATCH-000478,Other,True,10,8.95,8.76,6.68,12.82,5.99,87.34,15.29,2.19,131.22,9,15.29,HIGH
SYNTH-BATCH-000478,Other,True,30,9.23,8.93,8.33,12.98,10.28,86.29,30.59,14.09,845.4,30,30.59,HIGH
SYNTH-BATCH-000478,Other,True,39,9.76,8.08,6.89,11.8,9.15,88.69,45.88,14.94,896.4,39,45.88,HIGH
SYNTH-BATCH-000478,Other,True,41,12.74,11.83,10.6,12.74,8.48,85.29,61.17,7.92,475.08,41,61.17,HIGH
SYNTH-BATCH-000479,Tuna,True,32,5.81,5.39,3.82,9.54,4.2,65.69,34.75,10.44,582.99,29,34.75,MEDIUM
SYNTH-BATCH-000479,Tuna,True,100,6.49,6.45,6.03,9.86,6.83,65.26,69.5,21.23,1273.77,99,69.5,HIGH
SYNTH-BATCH-000479,Tuna,True,36,4.56,4.24,1.85,6.45,3.9,65.97,104.25,15.76,515.49,20,104.25,MEDIUM
SYNTH-BATCH-000479,Tuna,True,218,8.02,7.76,6.45,11.64,4.5,69.66,138.99,37.92,2274.97,218,138.99,HIGH
SYNTH-BATCH-000480,Sardine,True,35,7.55,7.84,6.38,9.66,9.9,85.18,40.54,9.57,574.2,33,40.54,HIGH
SYNTH-BATCH-000480,Sardine,True,150,9.38,9.72,8.26,13.7,7.94,85.77,81.09,40.32,2418.98,150,81.09,HIGH
SYNTH-BATCH-000480,Sardine,True,84,8.47,9.77,8.45,10.27,10.23,87.64,121.63,26.9,1614.0,83,121.63,HIGH
SYNTH-BATCH-000480,Sardine,True,117,10.39,9.9,9.38,12.21,8.37,89.23,162.18,32.73,1963.8,116,162.18,HIGH
SYNTH-BATCH-000481,Tuna,True,25,5.58,6.78,5.35,8.9,7.66,58.92,24.77,11.99,719.4,24,24.77,HIGH
SYNTH-BATCH-000481,Tuna,True,86,9.25,8.54,5.86,9.25,12.24,58.29,49.55,23.29,1397.33,85,49.55,HIGH
SYNTH-BATCH-000481,Tuna,True,123,10.08,10.33,9.78,10.86,10.04,60.63,74.32,23.0,1380.0,122,74.32,HIGH
SYNTH-BATCH-000481,Tuna,True,193,9.53,8.98,8.39,11.66,9.3,57.22,99.09,36.66,2199.6,193,99.09,HIGH
SYNTH-BATCH-000482,Snapper,False,0,,,,,1.82,89.1,29.28,11.18,0.0,0,29.28,LOW
SYNTH-BATCH-000482,Snapper,True,103,2.98,3.08,1.81,3.68,4.0,87.41,58.55,28.65,317.28,19,58.55,LOW
SYNTH-BATCH-000482,Snapper,True,67,5.31,5.16,2.78,6.27,2.94,81.22,87.83,39.29,1512.58,45,87.83,HIGH
SYNTH-BATCH-000482,Snapper,True,80,4.29,3.5,0.82,4.29,5.26,86.7,117.1,17.58,298.28,26,117.1,MEDIUM
SYNTH-BATCH-000483,Other,False,0,,,,,8.53,77.97,34.52,12.15,0.0,0,34.52,LOW
SYNTH-BATCH-000483,Other,True,101,7.38,6.67,4.39,9.18,7.12,76.48,69.03,21.01,1260.6,100,69.03,HIGH
SYNTH-BATCH-000483,Other,True,39,5.65,5.44,4.62,8.35,8.45,78.62,103.55,21.57,1088.0,31,103.55,HIGH
SYNTH-BATCH-000483,Other,False,0,,,,,5.14,81.46,138.06,29.53,0.0,0,138.06,MEDIUM
SYNTH-BATCH-000484,Tuna,True,23,6.94,5.15,2.43,8.06,5.31,61.75,19.47,4.18,196.53,17,19.47,MEDIUM
SYNTH-BATCH-000484,Tuna,True,47,4.39,4.47,3.36,5.77,4.11,58.74,38.94,11.17,347.09,24,38.94,MEDIUM
SYNTH-BATCH-000484,Tuna,True,49,7.33,7.32,4.55,9.46,4.72,60.06,58.41,8.51,510.6,49,58.41,HIGH
SYNTH-BATCH-000484,Tuna,True,223,5.57,6.25,5.32,10.29,6.38,61.24,77.88,41.67,2500.2,223,77.88,HIGH
SYNTH-BATCH-000485,Mackerel,True,16,1.77,1.34,1.13,2.79,1.23,75.07,26.25,9.14,0.0,1,26.25,LOW
SYNTH-BATCH-000485,Mackerel,True,42,0.75,1.01,0.75,4.12,3.53,79.89,52.51,24.04,0.0,0,52.51,LOW
SYNTH-BATCH-000485,Mackerel,True,132,2.79,2.5,0.82,3.85,0.86,83.57,78.76,33.71,259.21,16,78.76,MEDIUM
SYNTH-BATCH-000485,Mackerel,True,138,3.53,3.78,3.53,7.58,1.33,79.1,105.01,36.49,1269.3,81,105.01,HIGH
SYNTH-BATCH-000486,Other,True,26,2.52,2.83,1.39,4.04,1.22,79.24,26.16,11.97,131.32,6,26.16,LOW
SYNTH-BATCH-000486,Other,True,65,3.33,4.64,3.33,7.73,5.14,85.29,52.33,11.98,500.12,46,52.33,MEDIUM
SYNTH-BATCH-000486,Other,True,107,6.16,4.5,1.79,8.31,5.69,75.18,78.49,20.6,895.36,78,78.49,MEDIUM
SYNTH-BATCH-000486,Other,True,115,5.67,5.59,2.94,6.93,4.27,80.85,104.66,41.04,1834.78,85,104.66,HIGH
SYNTH-BATCH-000487,Mackerel,True,23,2.82,3.09,2.71,7.11,2.56,81.75,22.85,10.13,279.4,8,22.85,LOW
SYNTH-BATCH-000487,Mackerel,True,84,4.44,3.8,2.03,6.95,3.92,84.53,45.71,15.23,486.4,43,45.71,MEDIUM
SYNTH-BATCH-000487,Mackerel,True,33,5.14,4.17,3.74,7.28,4.67,88.19,68.56,11.62,420.62,20,68.56,MEDIUM
SYNTH-BATCH-000487,Mackerel,True,104,7.54,7.12,6.64,8.97,6.83,85.97,91.42,41.15,2468.71,101,91.42,HIGH
SYNTH-BATCH-000488,Snapper,True,62,5.23,4.79,2.43,5.23,5.03,69.45,33.72,17.94,552.1,30,33.72,MEDIUM
SYNTH-BATCH-000488,Snapper,False,0,,,,,5.63,74.58,67.43,9.35,0.0,0,67.43,MEDIUM
SYNTH-BATCH-000488,Snapper,True,205,6.27,6.2,3.93,9.97,,73.85,101.15,47.48,2848.51,205,101.15,HIGH
SYNTH-BATCH-000488,Snapper,True,168,6.77,5.51,3.3,9.42,7.44,75.47,134.86,30.1,1689.29,158,134.86,HIGH
SYNTH-BATCH-000489,Other,True,34,3.06,3.55,1.99,6.52,3.2,78.68,26.14,6.25,175.19,16,26.14,MEDIUM
SYNTH-BATCH-000489,Other,True,37,2.47,3.78,2.47,4.13,4.73,83.73,52.27,17.03,310.25,13,52.27,LOW
SYNTH-BATCH-000489,Other,True,63,3.52,3.84,1.47,5.06,7.3,84.07,78.41,28.74,665.66,24,78.41,MEDIUM
SYNTH-BATCH-000489,Other,False,0,,,,,6.02,86.87,104.54,28.13,0.0,0,104.54,MEDIUM
SYNTH-BATCH-000490,Mackerel,True,8,4.44,3.98,3.56,5.65,7.3,91.14,5.25,1.76,47.43,1,5.25,LOW
SYNTH-BATCH-000490,Mackerel,True,16,5.27,3.47,3.04,7.48,3.03,,10.51,3.11,99.83,9,10.51,LOW
SYNTH-BATCH-000490,Mackerel,True,23,4.94,5.39,4.93,6.11,3.32,87.26,15.76,8.65,340.02,14,15.76,MEDIUM
SYNTH-BATCH-000490,Mackerel,True,48,4.51,3.53,1.2,4.51,4.49,90.54,21.01,10.32,187.97,17,21.01,MEDIUM
SYNTH-BATCH-000491,Mackerel,True,54,7.63,8.57,7.13,11.8,5.94,75.54,30.07,16.05,962.99,54,30.07,HIGH
SYNTH-BATCH-000491,Mackerel,True,128,8.7,8.35,6.85,12.19,6.62,74.82,60.14,26.05,1563.0,128,60.14,HIGH
SYNTH-BATCH-000491,Mackerel,False,0,,,,,6.95,67.49,90.2,17.82,0.0,0,90.2,MEDIUM
SYNTH-BATCH-000491,Mackerel,True,223,7.63,8.41,6.71,8.95,8.49,75.32,120.27,48.69,2921.4,223,120.27,HIGH
SYNTH-BATCH-000492,Other,True,42,2.16,1.61,0.15,2.66,4.2,73.49,25.76,13.46,0.0,0,25.76,LOW
SYNTH-BATCH-000492,Other,True,61,3.87,2.72,0.07,5.56,0.76,79.36,51.52,13.97,244.22,18,51.52,MEDIUM
SYNTH-BATCH-000492,Other,False,0,,,,,3.19,84.47,77.27,22.84,0.0,0,77.27,MEDIUM
SYNTH-BATCH-000492,Other,True,42,5.19,3.81,1.85,5.19,0.47,76.32,103.03,26.77,630.4,15,103.03,MEDIUM
SYNTH-BATCH-000493,Sardine,True,84,8.69,9.24,6.88,9.98,5.86,90.06,35.16,14.23,853.8,84,35.16,HIGH
SYNTH-BATCH-000493,Sardine,True,36,8.3,9.27,8.3,10.86,9.81,87.15,70.32,9.31,558.53,36,70.32,HIGH
SYNTH-BATCH-000493,Sardine,True,84,8.6,9.73,8.32,12.24,7.22,92.42,105.47,33.71,2022.6,84,105.47,HIGH
SYNTH-BATCH-000493,Sardine,True,323,12.63,12.03,11.53,13.57,7.43,86.23,140.63,59.21,3552.37,323,140.63,HIGH
SYNTH-BATCH-000494,Tuna,True,6,1.58,0.0,-1.45,3.46,0.92,81.87,6.78,1.23,0.0,0,6.78,LOW
SYNTH-BATCH-000494,Tuna,True,12,-0.98,0.1,-1.09,1.37,2.63,80.45,13.55,3.37,0.0,1,13.55,LOW
SYNTH-BATCH-000494,Tuna,False,0,,,,,0.29,80.77,20.33,6.19,0.0,0,20.33,LOW
SYNTH-BATCH-000494,Tuna,True,34,-2.09,-0.17,-2.09,3.86,1.8,80.4,27.1,13.58,0.0,0,27.1,LOW
SYNTH-BATCH-000495,Snapper,True,11,9.7,9.4,7.39,12.87,6.45,84.13,19.74,3.43,205.8,11,19.74,HIGH
SYNTH-BATCH-000495,Snapper,True,38,7.27,7.76,6.83,9.96,9.08,77.78,39.48,8.25,494.76,38,39.48,HIGH
SYNTH-BATCH-000495,Snapper,True,22,11.29,10.07,9.74,12.47,10.14,81.31,59.22,13.65,819.0,22,59.22,HIGH
SYNTH-BATCH-000495,Snapper,True,26,12.44,11.69,9.23,13.25,10.07,80.48,78.96,10.23,613.62,25,78.96,HIGH
SYNTH-BATCH-000496,Mackerel,True,24,4.31,4.4,2.34,5.89,3.2,62.76,16.55,4.41,137.19,10,16.55,LOW
SYNTH-BATCH-000496,Mackerel,False,0,,,,,4.09,59.98,33.1,4.8,0.0,0,33.1,LOW
SYNTH-BATCH-000496,Mackerel,True,23,4.66,4.77,3.58,5.18,6.43,57.56,49.64,10.5,319.26,11,49.64,MEDIUM
SYNTH-BATCH-000496,Mackerel,True,18,5.48,5.98,3.31,8.75,3.78,61.92,66.19,8.26,465.07,17,66.19,MEDIUM
SYNTH-BATCH-000497,Mackerel,True,40,5.79,5.76,5.32,9.94,8.79,58.87,29.91,13.45,806.89,40,29.91,MEDIUM
SYNTH-BATCH-000497,Mackerel,True,130,7.3,7.73,5.97,8.11,6.25,56.26,59.82,32.68,1960.8,130,59.82,HIGH
SYNTH-BATCH-000497,Mackerel,True,117,6.05,6.59,4.09,8.33,8.36,59.74,89.72,19.59,1148.64,115,89.72,HIGH
SYNTH-BATCH-000497,Mackerel,True,88,7.8,7.7,6.99,9.0,8.25,59.52,119.63,39.86,2391.6,88,119.63,HIGH
SYNTH-BATCH-000498,Tuna,True,14,5.92,4.25,2.3,7.43,3.89,80.28,12.06,2.46,92.29,8,12.06,MEDIUM
SYNTH-BATCH-000498,Tuna,True,33,3.55,4.46,2.79,7.73,6.6,77.02,24.11,8.88,358.79,22,24.11,MEDIUM
SYNTH-BATCH-000498,Tuna,True,26,5.06,4.22,3.3,8.18,3.43,74.37,36.17,5.4,220.78,16,36.17,MEDIUM
SYNTH-BATCH-000498,Tuna,True,47,4.5,4.96,3.71,6.73,5.44,76.1,48.22,9.52,373.32,29,48.22,MEDIUM
SYNTH-BATCH-000499,Snapper,True,5,4.6,4.18,2.44,4.6,7.03,92.62,19.31,3.11,72.72,4,19.31,LOW
SYNTH-BATCH-000499,Snapper,True,30,5.35,5.33,2.54,9.17,4.31,90.5,38.62,10.32,552.99,28,38.62,MEDIUM
SYNTH-BATCH-000499,Snapper,True,59,3.06,4.95,2.31,7.78,9.18,83.44,57.92,23.63,1043.87,44,57.92,MEDIUM
SYNTH-BATCH-000499,Snapper,True,101,5.11,4.68,3.42,7.29,5.21,88.5,77.23,33.0,1315.32,66,77.23,HIGH
SYNTH-BATCH-000500,Sardine,True,36,-0.53,-0.26,-0.53,3.06,2.2,64.81,18.7,8.61,0.0,0,18.7,LOW
SYNTH-BATCH-000500,Sardine,True,40,0.13,-0.07,-0.7,3.15,0.62,55.89,37.4,18.1,0.0,0,37.4,LOW
SYNTH-BATCH-000500,Sardine,True,24,3.13,1.35,0.45,3.13,0.52,63.98,56.1,8.5,0.0,0,56.1,LOW
SYNTH-BATCH-000500,Sardine,True,64,4.63,3.13,1.4,6.19,0.07,61.72,74.81,31.23,730.97,24,74.81,MEDIUM
SYNTH-BATCH-000501,Sardine,True,32,4.27,2.55,2.05,4.55,3.39,63.79,31.58,15.64,178.97,6,31.58,LOW
SYNTH-BATCH-000501,Sardine,True,29,0.63,0.64,-1.48,2.75,3.18,68.06,63.15,9.7,0.0,0,63.15,LOW
SYNTH-BATCH-000501,Sardine,True,66,1.91,2.42,0.74,5.3,-1.59,65.84,94.73,39.0,549.52,15,94.73,MEDIUM
SYNTH-BATCH-000501,Sardine,True,109,4.11,3.53,2.46,4.11,3.01,70.03,126.3,67.35,1102.51,29,126.3,MEDIUM
SYNTH-BATCH-000502,Tilapia,True,37,3.29,3.33,0.72,7.49,3.87,90.3,34.16,10.1,314.15,20,34.16,MEDIUM
SYNTH-BATCH-000502,Tilapia,True,35,3.78,4.38,3.78,6.32,7.03,85.96,68.32,19.35,639.96,17,68.32,MEDIUM
SYNTH-BATCH-000502,Tilapia,True,206,6.4,5.44,4.81,6.46,4.4,86.14,102.49,40.02,1657.34,139,102.49,HIGH
SYNTH-BATCH-000502,Tilapia,True,102,4.76,4.34,2.6,5.85,3.29,89.04,136.65,19.62,599.03,51,136.65,HIGH
SYNTH-BATCH-000503,Tilapia,True,6,5.8,5.34,4.98,6.24,8.74,65.57,10.18,2.3,91.03,3,10.18,LOW
SYNTH-BATCH-000503,Tilapia,True,23,4.15,4.39,3.18,6.33,3.24,67.36,20.37,3.98,131.96,14,20.37,LOW
SYNTH-BATCH-000503,Tilapia,True,22,4.86,5.35,2.57,6.94,5.32,72.51,30.55,12.42,534.87,16,30.55,MEDIUM
